Sr. No,Sample ID,Unnamed: 2,Date,Location,Kit used,CtN,CtE,CtRdRp,PCR Result
130.0,SSBS/W/2021/130,S-130,17-11-2021,Shivajinagar Juna bazaar,Genepath,0.0,0.0,0.0,Negative
144.0,SSBS/W/2021/144,S-144,22-11-2021,Shivajinagar Vaidhawadi,Genepath,35.76,36.7,37.3,Positive
145.0,SSBS/W/2021/145,S-145,22-11-2021,Shivajinagar Chaturshringi,Genepath,0.0,38.5,0.0,Negative
158.0,SSBS/W/2021/158,S-158,24-11-2021,Shivajinagar Juna bazaar,Genepath,0.0,0.0,0.0,Negative
172.0,SSBS/W/2021/172,S-172,29-11-2021,Shivajinagar Vaidhawadi,Genepath,37.03,40.0,37.6,Negative
173.0,SSBS/W/2021/173,S-173,29-11-2021,Shivajinagar Chaturshringi,Genepath,31.84,34.0,33.4,Positive
186.0,SSBS/W/2021/186,S-186,01-12-2021,Shivajinagar Juna bazaar,Genepath,36.8,40.5,0.0,Negative
200.0,SSBS/W/2021/200,S-200,06-12-2021,Shivajinagar Vaidhawadi,Genepath,32.13,35.9,34.28,Positive
201.0,SSBS/W/2021/201,S-201,06-12-2021,Shivajinagar Chaturshringi,Genepath,35.6,37.1,36.2,Positive
215.0,SSBS/W/2021/215,S-215,08-12-2021,Shivajinagar Juna bazaar,Genepath,32.31,35.0,34.46,Positive
228.0,SSBS/W/2021/228,S-228,13-12-2021,Shivajinagar Vaidhawadi,Genepath,32.0,35.0,34.0,Positive
229.0,SSBS/W/2021/229,S-229,13-12-2021,Shivajinagar Chaturshringi,Genepath,35.0,0.0,35.0,Positive
242.0,SSBS/W/2021/242,S-242,15-12-2021,Shivajinagar Juna bazaar,Genepath,0.0,0.0,0.0,Negative
256.0,SSBS/W/2021/256,S-256,20-12-2021,Shivajinagar Vaidhawadi,Genepath,34.82,37.43,34.61,Positive
257.0,SSBS/W/2021/257,S-257,20-12-2021,Shivajinagar Chaturshringi,Genepath,32.82,36.02,34.46,Positive
270.0,SSBS/W/2021/270,S-270,22-12-2021,Shivajinagar Juna bazaar,Genepath,33.18,36.31,33.77,Positive
289.0,SSBS/W/2021/289,S-289,28-12-2021,Shivajinagar Vaidhawadi,Genepath,34.3,37.4,36.3,Positive
290.0,SSBS/W/2021/290,S-290,28-12-2021,Shivajinagar Chaturshringi,Genepath,32.82,37.5,35.1,Positive
297.0,SSBS/W/2021/297,S-297,29-12-2021,Shivajinagar Juna bazaar,Genepath,30.7,34.8,33.0,Positive
311.0,SSBS/W/2022/311,S-311,03-01-2022,Shivajinagar Vaidhawadi,Genepath,33.2,35.7,34.4,Positive
312.0,SSBS/W/2022/312,S-312,03-01-2022,Shivajinagar Chaturshringi,Genepath,35.5,36.8,35.2,Positive
319.0,SSBS/W/2022/319,S-319,04-01-2022,Shivajinagar Juna bazaar,Genepath,0.0,0.0,0.0,Negative
339.0,SSBS/W/2022/339,S-339,10-01-2022,Shivajinagar Vaidhawadi,Genepath,28.77,30.89,30.05,Positive
340.0,SSBS/W/2022/340,S-340,10-01-2022,Shivajinagar Chaturshringi,Genepath,28.93,30.98,30.28,Positive
354.0,SSBS/W/2022/354,S-354,12-01-2022,Shivajinagar Juna bazaar,Genepath,28.84,32.64,32.22,Positive
367.0,SSBS/W/2022/367,S-367,17-01-2022,Shivajinagar Vaidhawadi,Genepath,29.5,32.4,31.7,Positive
368.0,SSBS/W/2022/368,S-368,17-01-2022,Shivajinagar Chaturshringi,Genepath,28.8,32.1,31.5,Positive
381.0,SSBS/W/2022/381,S-381,19-01-2022,Shivajinagar Juna bazaar,Genepath,0.0,0.0,0.0,Negative
394.0,SSBS/W/2022/394,S-394,24-01-2022,Shivajinagar Vaidhawadi,Genepath,32.9,32.9,34.3,Positive
395.0,SSBS/W/2022/395,S-395,24-01-2022,Shivajinagar Chaturshringi,Genepath,0.0,0.0,0.0,Negative
408.0,SSBS/W/2022/408,S-408,27-01-2022,Shivajinagar Juna bazaar,Genepath,35.8,35.2,34.4,Positive
422.0,SSBS/W/2022/422,S-422,31-01-2022,Shivajinagar Vaidhawadi,Genepath,29.32,33.88,32.23,Positive
423.0,SSBS/W/2022/423,S-423,31-01-2022,Shivajinagar Chaturshringi,Genepath,29.84,34.4,33.1,Positive
436.0,SSBS/W/2022/436,S-436,02-02-2022,Shivajinagar Juna bazaar,Genepath,30.12,34.71,33.33,Positive
450.0,SSBS/S/2022/450,S-450,07-02-2022,Shivajinagar Vaidhawadi,Genepath,36.0,35.0,35.3,Positive
451.0,SSBS/S/2022/451,S-451,07-02-2022,Shivajinagar Chaturshringi,Genepath,34.27,36.23,35.47,Positive
464.0,SSBS/S/2022/464,S-464,09-02-2022,Shivajinagar Juna bazaar,Genepath,40.5,38.36,38.0,Negative
478.0,SSBS/S/2022/478,S-478,14-02-2022,Shivajinagar Vaidhawadi,Genepath,33.6,36.4,35.3,Positive
479.0,SSBS/S/2022/479,S-479,14-02-2022,Shivajinagar Chaturshringi,Genepath,33.2,35.6,34.6,Positive
492.0,SSBS/S/2022/492,S-492,16-02-2022,Shivajinagar Juna bazaar,Genepath,35.0,36.8,36.3,Positive
506.0,SSBS/S/2022/506,S-506,21-02-2022,Shivajinagar Vaidhawadi,Genepath,34.16,35.38,34.51,Positive
507.0,SSBS/S/2022/507,S-507,21-02-2022,Shivajinagar Chaturshringi,Genepath,36.26,37.29,34.88,Positive
520.0,SSBS/S/2022/520,S-520,23-02-2022,Shivajinagar Juna bazaar,Genepath,38.87,39.2,35.05,Negative
538.0,SSBS/S/2022/538,S-538,28-02-2022,Shivajinagar Chaturshringi,Genepath,0.0,0.0,0.0,Negative
539.0,SSBS/S/2022/539,S-539,28-02-2022,Shivajinagar Vaidhawadi,Genepath,0.0,0.0,0.0,Negative
549.0,SSBS/S/2022/549,S-549,02-03-2022,Shivajinagar Juna bazaar,Genepath,0.0,0.0,0.0,Negative
562.0,SSBS/S/2022/562,S-562,07-03-2022,Shivajinagar Vaidhawadi,Genepath,32.0,40.0,41.0,Negative
563.0,SSBS/S/2022/563,S-563,07-03-2022,Shivajinagar Chaturshringi,Genepath,38.6,0.0,42.33,Negative
578.0,SSBS/S/2022/578,S-578,09-03-2022,Shivajinagar Juna bazaar,Genepath,37.43,0.0,38.95,Negative
590.0,SSBS/S/2022/590,S-590,14-03-2022,Shivajinagar Vaidhawadi,Genepath,0.0,39.27,0.0,Negative
591.0,SSBS/S/2022/591,S-591,14-03-2022,Shivajinagar Chaturshringi,Genepath,0.0,36.53,0.0,Negative
604.0,SSBS/S/2022/604,S-604,16-03-2022,Shivajinagar Juna bazaar,Genepath,0.0,37.84,0.0,Negative
613.0,SSBS/S/2022/613,S-613,21-03-2022,Shivajinagar Vaidhawadi,Genepath,0.0,36.44,0.0,Negative
614.0,SSBS/S/2022/614,S-614,21-03-2022,Shivajinagar Chaturshringi,Genepath,33.07,34.96,0.0,Positive
627.0,SSBS/S/2022/627,S-627,23-03-2022,Shivajinagar Juna bazaar,Genepath,0.0,0.0,0.0,Negative
645.0,SSBS/S/2022/645,S-645,28-03-2021,Shivajinagar Chaturshringi,Genepath,0.0,0.0,0.0,Negative
646.0,SSBS/S/2022/646,S-646,28-03-2021,Shivajinagar Vaidhawadi,Genepath,0.0,0.0,0.0,Negative
655.0,SSBS/S/2022/655,S-655,30-03-2022,Shivajinagar Juna bazaar,Genepath,0.0,0.0,0.0,Negative
669.0,SSBS/S/2022/669,S-669,04-04-2022,Shivajinagar Vaidhawadi,Genepath,0.0,0.0,0.0,Negative
670.0,SSBS/S/2022/670,S-670,04-04-2022,Shivajinagar Chaturshringi,Genepath,0.0,0.0,0.0,Negative
683.0,SSBS/S/2022/683,S-683,06-04-2022,Shivajinagar Juna bazaar,Genepath,0.0,0.0,0.0,Negative
697.0,SSBS/S/2022/697,S-697,11-04-2022,Shivajinagar Vaidhawadi,Genepath,0.0,0.0,0.0,Negative
698.0,SSBS/S/2022/698,S-698,11-04-2022,Shivajinagar Chaturshringi,Genepath,0.0,0.0,0.0,Negative
711.0,SSBS/S/2022/711,S-711,13-04-2022,Shivajinagar Juna bazaar,Genepath,0.0,0.0,0.0,Negative
720.0,SSBS/S/2022/720,S-720,18-04-2022,Shivajinagar Vaidhawadi,Genepath,0.0,0.0,0.0,Negative
721.0,SSBS/S/2022/721,S-721,18-04-2022,Shivajinagar Chaturshringi,Genepath,0.0,0.0,0.0,Negative
740.0,SSBS/S/2022/740,S-740,21-04-2022,Shivajinagar Juna bazaar,Genepath,0.0,0.0,0.0,Negative
748.0,SSBS/S/2022/748,S-748,25-04-2022,Shivajinagar Vaidhawadi,Genepath,0.0,0.0,0.0,Negative
749.0,SSBS/S/2022/749,S-749,25-04-2022,Shivajinagar Chaturshringi,Genepath,0.0,38.39294551,0.0,Negative
763.0,SSBS/S/2022/763,S-763,27-04-2022,Shivajinagar Juna bazaar,Genepath,0.0,0.0,0.0,Negative
776.0,SSBS/S/2022/776,S-776,02-05-2022,Shivajinagar Vaidhawadi,Genepath,0.0,0.0,0.0,Negative
777.0,SSBS/S/2022/777,S-777,02-05-2022,Shivajinagar Chaturshringi,Genepath,0.0,0.0,0.0,Negative
798.0,SSBS/S/2022/798,S-798,09-05-2022,Shivajinagar Vaidhawadi,Genepath,0.0,0.0,0.0,Negative
799.0,SSBS/S/2022/799,S-799,09-05-2022,Shivajinagar Chaturshringi,Genepath,0.0,0.0,0.0,Negative
812.0,SSBS/S/2022/812,S-812,11-05-2022,Shivajinagar Juna bazaar,Genepath,0.0,0.0,0.0,Negative
826.0,SSBS/S/2022/826,S-826,16-05-2022,Shivajinagar Vaidhawadi,Genepath,0.0,0.0,0.0,Negative
827.0,SSBS/S/2022/827,S-827,16-05-2022,Shivajinagar Chaturshringi,Genepath,0.0,0.0,0.0,Negative
840.0,SSBS/S/2022/840,S-840,18-05-2022,Shivajinagar Juna bazaar,Genepath,0.0,0.0,35.0,Negative
854.0,SSBS/S/2022/854,S-854,23-05-2022,Shivajinagar Vaidhawadi,Genepath,0.0,39.0,0.0,Negative
855.0,SSBS/S/2022/855,S-855,23-05-2022,Shivajinagar Chaturshringi,Genepath,36.0,0.0,0.0,Negative
868.0,SSBS/S/2022/868,S-868,25-05-2022,Shivajinagar Juna bazaar,Genepath,38.0,0.0,0.0,Negative
882.0,SSBS/S/2022/882,S-882,30-05-2022,Shivajinagar Vaidhawadi,Genepath,0.0,34.4,0.0,Negative
883.0,SSBS/S/2022/883,S-883,30-05-2022,Shivajinagar Chaturshringi,Genepath,0.0,35.0,0.0,Negative
896.0,SSBS/S/2022/896,S-896,01-06-2022,Shivajinagar Juna bazaar,Genepath,0.0,35.53,37.07,Negative
909.0,SSBS/S/2022/909,S-909,06-06-2022,Shivajinagar Vaidhawadi,Genepath,35.51,37.23,36.57,Negative
910.0,SSBS/S/2022/910,S-910,06-06-2022,Shivajinagar Chaturshringi,Genepath,35.69,37.77,37.88,Negative
923.0,SSBS/S/2022/923,S-923,08-06-2022,Shivajinagar Juna bazaar,Genepath,34.63,36.28,36.11,Negative
936.0,SSBS/S/2022/936,S-936,13-06-2022,Shivajinagar Vaidhawadi,Genepath,30.7,35.2,35.4,Positive
937.0,SSBS/S/2022/937,S-937,13-06-2022,Shivajinagar Chaturshringi,Genepath,29.7,35.6,35.2,Positive
950.0,SSBS/S/2022/950,S-950,15-06-2022,Shivajinagar Juna bazaar,Genepath,29.8,35.2,33.9,Positive
963.0,SSBS/S/2022/963,S-963,20-06-2022,Shivajinagar Vaidhawadi,Genepath,34.0,40.0,0.0,Negative
964.0,SSBS/S/2022/964,S-964,20-06-2022,Shivajinagar Chaturshringi,Genepath,30.0,35.0,34.0,Positive
977.0,SSBS/S/2022/977,S-977,22-06-2025,Shivajinagar Juna bazaar,Genepath,30.0,33.0,33.0,Positive
988.0,SSBS/S/2022/988,S-988,27-06-2022,Shivajinagar Vaidhawadi,Genepath,28.7,33.0,32.4,Positive
989.0,SSBS/S/2022/989,S-989,27-06-2022,Shivajinagar Chaturshringi,Genepath,30.2,33.2,32.1,Positive
1002.0,SSBS/S/2022/1002,S-1002,29-06-2022,Shivajinagar Juna bazaar,Genepath,29.2,33.0,31.9,Positive
1015.0,SSBS/M/2022/1015,S-1015,04-07-2022,Shivajinagar Vaidhawadi,Genepath,28.2,33.4,32.3,Positive
1016.0,SSBS/M/2022/1016,S-1016,04-07-2022,Shivajinagar Chaturshringi,Genepath,26.5,31.0,30.1,Positive
1029.0,SSBS/M/2022/1029,S-1029,06-07-2022,Shivajinagar Juna bazaar,Genepath,27.6,31.2,30.3,Positive
1042.0,SSBS/M/2022/1042,S-1042,11-07-2022,Shivajinagar Vaidhawadi,Genepath,29.6,32.9,31.9,Positive
1043.0,SSBS/M/2022/1043,S-1043,11-07-2022,Shivajinagar Chaturshringi,Genepath,29.3,32.3,31.2,Positive
1056.0,SSBS/M/2022/1056,S-1056,13-07-2022,Shivajinagar Juna bazaar,Genepath,0.0,0.0,0.0,Negative
1065.0,SSBS/M/2022/1065,S-1065,18-07-2022,Shivajinagar Vaidhawadi,Genepath,28.9,32.6,32.1,Positive
1066.0,SSBS/M/2022/1066,S-1066,18-07-2022,Shivajinagar Chaturshringi,Genepath,0.0,34.3,33.0,Positive
1078.0,SSBS/M/2022/1078,S-1078,20-07-2022,Shivajinagar Juna bazaar,Genepath,28.6,32.6,31.7,Positive
1090.0,SSBS/M/2022/1090,S-1090,25-07-2022,Shivajinagar Vaidhawadi,Genepath,31.3,36.3,33.4,Positive
1091.0,SSBS/M/2022/1091,S-1091,25-07-2022,Shivajinagar Chaturshringi,Genepath,31.1,35.7,33.6,Positive
1104.0,SSBS/M/2022/1104,S-1104,27-07-2022,Shivajinagar Juna bazaar,Genepath,28.6,33.5,31.7,Positive
1116.0,SSBS/M/2022/1116,S-1116,01-08-2022,Shivajinagar Vaidhawadi,Genepath,28.53,34.93,32.64,Positive
1117.0,SSBS/M/2022/1117,S-1117,01-08-2022,Shivajinagar Chaturshringi,Genepath,31.27,36.74,34.63,Positive
1130.0,SSBS/M/2022/1130,S-1130,03-08-2022,Shivajinagar Juna bazaar,Genepath,29.8,34.13,33.43,Positive
1142.0,SSBS/M/2022/1142,S-1142,08-08-2022,Shivajinagar Vaidhawadi,Genepath,31.27,37.03,36.59,Negative
1143.0,SSBS/M/2022/1143,S-1143,08-08-2022,Shivajinagar Chaturshringi,Genepath,30.42,37.39,34.57,Positive
1156.0,SSBS/M/2022/1156,S-1156,10-08-2022,Shivajinagar Juna bazaar,Genepath,28.53,33.59,32.4,Positive
1171.0,SSBS/M/2022/1171,S-1171,17-08-2022,Shivajinagar Juna bazaar,Genepath,32.77,0.0,32.55,Positive
1180.0,SSBS/M/2022/1180,S-1180,22-08-2022,Shivajinagar Vaidhawadi,Genepath,29.45,37.28,32.87,Positive
1181.0,SSBS/M/2022/1181,S-1181,22-08-2022,Shivajinagar Chaturshringi,Genepath,30.07,39.21,32.75,Positive
1197.0,SSBS/M/2022/1197,S-1197,25-08-2022,Shivajinagar Juna bazaar,Genepath,33.13,38.45,34.36,Positive
1202.0,SSBS/M/2022/1202,S-1202,29-08-2022,Shivajinagar Vaidhawadi,Genepath,29.7,36.55,32.23,Positive
1203.0,SSBS/M/2022/1203,S-1203,29-08-2022,Shivajinagar Chaturshringi,Genepath,28.66,34.63,31.83,Positive
1221.0,SSBS/M/2022/1221,S-1221,05-09-2022,Shivajinagar Vaidhawadi,Genepath,29.13,37.85,33.3,Positive
1222.0,SSBS/M/2022/1222,S-1222,05-09-2022,Shivajinagar Chaturshringi,Genepath,29.25,36.44,33.52,Positive
1234.0,SSBS/M/2022/1234,S-1234,07-09-2022,Shivajinagar Juna bazaar,Genepath,0.0,0.0,35.37,Negative
1240.0,SSBS/M/2022/1240,S-1240,12-09-2022,Shivajinagar Vaidhawadi,Genepath,30.1963,0.0,33.3413,Positive
1241.0,SSBS/M/2022/1241,S-1241,12-09-2022,Shivajinagar Chaturshringi,Genepath,28.0515,38.73478,33.3053,Positive
1254.0,SSBS/M/2022/1254,S-1254,14-09-2022,Shivajinagar Juna bazaar,Genepath,32.0175,0.0,35.6211,Positive
1263.0,SSBS/M/2022/1263,S-1263,19-09-2022,Shivajinagar Vaidhawadi,Genepath,28.7379,35.55726,32.2665,Positive
1264.0,SSBS/M/2022/1264,S-1264,19-09-2022,Shivajinagar Chaturshringi,Genepath,30.1461,40.3936,33.9034,Positive
1276.0,SSBS/M/2022/1276,S-1276,21-09-2022,Shivajinagar Juna bazaar,Genepath,35.8866,0.0,36.7003,Negative
1285.0,SSBS/M/2022/1285,S-1285,26-09-2022,Shivajinagar Vaidhawadi,Genepath,30.44,0.0,33.4,Positive
1286.0,SSBS/M/2022/1286,S-1286,26-09-2022,Shivajinagar Chaturshringi,Genepath,30.93,0.0,32.7,Positive
1298.0,SSBS/M/2022/1298,S-1298,28-09-2022,Shivajinagar Juna bazaar,Genepath,36.21,0.0,33.63,Negative
