Sr. No,Sample ID,Unnamed: 2,Date,Location,Kit used,CtN,CtE,CtRdRp,PCR Result
272.0,SSBS/W/2021/272,S-272,22-12-2021,RTO office Yerwada,Genepath,36.05,38.25,34.91,Positive
298.0,SSBS/W/2021/298,S-298,29-12-2021,Yerwada Old bund garden,Genepath,0.0,0.0,0.0,Negative
299.0,SSBS/W/2021/299,S-299,29-12-2021,RTO office Yerwada,Genepath,30.6,35.1,33.4,Positive
320.0,SSBS/W/2022/320,S-320,04-01-2022,Yerwada Old bund garden,Genepath,0.0,0.0,0.0,Negative
321.0,SSBS/W/2022/321,S-321,04-01-2022,RTO office Yerwada,Genepath,0.0,0.0,0.0,Negative
352.0,SSBS/W/2022/352,S-352,12-01-2022,RTO office Yerwada,Genepath,29.6,33.28,32.69,Positive
353.0,SSBS/W/2022/353,S-353,12-01-2022,Yerwada Old bund garden,Genepath,31.12,34.02,34.83,Positive
382.0,SSBS/W/2022/382,S-382,19-01-2022,Yerwada Old bund garden,Genepath,32.7,35.6,34.6,Positive
409.0,SSBS/W/2022/409,S-409,27-01-2022,Yerwada Old bund garden,Genepath,36.1,35.0,35.4,Positive
410.0,SSBS/W/2022/410,S-410,27-01-2022,RTO office Yerwada,Genepath,31.1,30.3,30.8,Positive
437.0,SSBS/W/2022/437,S-437,02-02-2022,Yerwada Old bund garden,Genepath,32.84,35.73,34.88,Positive
439.0,SSBS/W/2022/439,S-439,02-02-2022,RTO office Yerwada,Genepath,30.57,35.46,34.18,Positive
465.0,SSBS/S/2022/465,S-465,09-02-2022,Yerwada Old bund garden,Genepath,38.27,38.21,36.87,Negative
466.0,SSBS/S/2022/466,S-466,09-02-2022,RTO office Yerwada,Genepath,34.0,34.66,34.82,Positive
493.0,SSBS/S/2022/493,S-493,16-02-2022,Yerwada Old bund garden,Genepath,36.1,0.0,37.1,Negative
494.0,SSBS/S/2022/494,S-494,16-02-2022,RTO office Yerwada,Genepath,35.5,36.9,35.3,Positive
521.0,SSBS/S/2022/521,S-521,23-02-2022,Yerwada Old bund garden,Genepath,0.0,0.0,0.0,Negative
522.0,SSBS/S/2022/522,S-522,23-02-2022,RTO office Yerwada,Genepath,35.35,37.05,34.41,Positive
547.0,SSBS/S/2022/547,S-547,02-03-2022,RTO office Yerwada,Genepath,36.73,39.0,0.0,Negative
548.0,SSBS/S/2022/548,S-548,02-03-2022,Yerwada Old bund garden,Genepath,0.0,0.0,39.13,Negative
576.0,SSBS/S/2022/576,S-576,09-03-2022,Yerwada Old bund garden,Genepath,37.51,0.0,38.64,Negative
577.0,SSBS/S/2022/577,S-577,09-03-2022,RTO office Yerwada,Genepath,39.27,0.0,40.12,Negative
605.0,SSBS/S/2022/605,S-605,16-03-2022,Yerwada Old bund garden,Genepath,0.0,0.0,0.0,Negative
606.0,SSBS/S/2022/606,S-606,16-03-2022,RTO office Yerwada,Genepath,0.0,0.0,0.0,Negative
628.0,SSBS/S/2022/628,S-628,23-03-2022,Yerwada Old bund garden,Genepath,0.0,37.06,0.0,Negative
629.0,SSBS/S/2022/629,S-629,23-03-2022,RTO office Yerwada,Genepath,0.0,37.86,37.2,Negative
656.0,SSBS/S/2022/656,S-656,30-03-2022,Yerwada Old bund garden,Genepath,0.0,0.0,0.0,Negative
657.0,SSBS/S/2022/657,S-657,30-03-2022,RTO office Yerwada,Genepath,0.0,0.0,0.0,Negative
684.0,SSBS/S/2022/684,S-684,06-04-2022,Yerwada Old bund garden,Genepath,0.0,0.0,0.0,Negative
685.0,SSBS/S/2022/685,S-685,06-04-2022,RTO office Yerwada,Genepath,0.0,0.0,0.0,Negative
712.0,SSBS/S/2022/712,S-712,13-04-2022,Yerwada Old bund garden,Genepath,0.0,0.0,0.0,Negative
713.0,SSBS/S/2022/713,S-713,13-04-2022,RTO office Yerwada,Genepath,0.0,39.09025,0.0,Negative
739.0,SSBS/S/2022/739,S-739,21-04-2022,Yerwada Old bund garden,Genepath,0.0,0.0,0.0,Negative
741.0,SSBS/S/2022/741,S-741,21-04-2022,RTO office Yerwada,Genepath,0.0,0.0,0.0,Negative
761.0,SSBS/S/2022/761,S-761,27-04-2022,RTO office Yerwada,Genepath,0.0,0.0,0.0,Negative
762.0,SSBS/S/2022/762,S-762,27-04-2022,Yerwada Old bund garden,Genepath,0.0,0.0,0.0,Negative
813.0,SSBS/S/2022/813,S-813,11-05-2022,Yerwada Old bund garden,Genepath,0.0,0.0,0.0,Negative
814.0,SSBS/S/2022/814,S-814,11-05-2022,RTO office Yerwada,Genepath,0.0,0.0,37.14,Negative
841.0,SSBS/S/2022/841,S-841,18-05-2022,Yerwada Old bund garden,Genepath,0.0,0.0,0.0,Negative
842.0,SSBS/S/2022/842,S-842,18-05-2022,RTO office Yerwada,Genepath,0.0,0.0,0.0,Negative
869.0,SSBS/S/2022/869,S-869,25-05-2022,Yerwada Old bund garden,Genepath,0.0,0.0,0.0,Negative
870.0,SSBS/S/2022/870,S-870,25-05-2022,RTO office Yerwada,Genepath,0.0,0.0,0.0,Negative
897.0,SSBS/S/2022/897,S-897,01-06-2022,RTO office Yerwada,Genepath,0.0,33.46,0.0,Negative
924.0,SSBS/S/2022/924,S-924,08-06-2022,RTO office Yerwada,Genepath,35.66,36.29,36.63,Negative
951.0,SSBS/S/2022/951,S-951,15-06-2022,RTO office Yerwada,Genepath,36.6,35.2,35.6,Positive
1001.0,SSBS/S/2022/1001,S-1001,29-06-2022,RTO office Yerwada,Genepath,38.6,0.0,38.9,Negative
1030.0,SSBS/M/2022/1030,S-1030,06-07-2022,RTO office Yerwada,Genepath,28.0,32.3,31.3,Positive
1076.0,SSBS/M/2022/1076,S-1076,20-07-2022,RTO office Yerwada,Genepath,30.1,33.5,32.1,Positive
1105.0,SSBS/M/2022/1105,S-1105,27-07-2022,RTO office Yerwada,Genepath,30.2,34.1,32.4,Positive
1131.0,SSBS/M/2022/1131,S-1131,03-08-2022,RTO office Yerwada,Genepath,30.7,34.97,33.8,Positive
1155.0,SSBS/M/2022/1155,S-1155,10-08-2022,RTO office Yerwada,Genepath,30.96,36.77,33.79,Positive
