Sr. No,Sample ID,Unnamed: 2,Date,Location,Kit used,CtN,CtE,CtRdRp,PCR Result
235,SSBS/W/2021/235,S-235,14-12-2021,Baner-Balewadi,Genepath,0,0,0,Negative
266,SSBS/W/2021/266,S-266,21-12-2021,Baner-Balewadi,Genepath,34.2,36.5,37.88,Positive
267,SSBS/W/2021/267,S-267,21-12-2021,"Baner, Mahalunge Bridge",Genepath,33.58,35.56,33.69,Positive
284,SSBS/W/2021/284,S-284,27-12-2021,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
285,SSBS/W/2021/285,S-285,24-12-2021,Baner-Balewadi,Genepath,0,0,0,Negative
325,SSBS/W/2022/325,S-325,5/1/2022,Baner-Balewadi,Genepath,31.7,35,33.3,Positive
326,SSBS/W/2022/326,S-326,5/1/2022,"Baner, Mahalunge Bridge",Genepath,31.3,34.8,33.9,Positive
349,SSBS/W/2022/349,S-349,11/1/2022,Baner-Balewadi,Genepath,28.07,31.11,30.81,Positive
350,SSBS/W/2022/350,S-350,11/1/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
373,SSBS/W/2022/373,S-373,18-01-2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
374,SSBS/W/2022/374,S-374,18-01-2022,Baner-Balewadi,Genepath,34.6,38.6,35,Positive
400,SSBS/W/2022/400,S-400,25-01-2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
401,SSBS/W/2022/401,S-401,25-01-2022,Baner-Balewadi,Genepath,32.7,34,33.9,Positive
432,SSBS/W/2022/432,S-432,1/2/2022,Baner-Balewadi,Genepath,28.65,33.94,32.27,Positive
433,SSBS/W/2022/433,S-433,1/2/2022,"Baner, Mahalunge Bridge",Genepath,30.25,37.37,36.84,Negative
460,SSBS/S/2022/460,S-460,8/2/2022,"Baner, Mahalunge Bridge",Genepath,32.6,33.5,33.1,Positive
461,SSBS/S/2022/461,S-461,8/2/2022,Baner-Balewadi,Genepath,37.37,0,0,Negative
488,SSBS/S/2022/488,S-488,15-02-2022,Baner-Balewadi,Genepath,0,0,39.6,Negative
489,SSBS/S/2022/489,S-489,15-02-2022,"Baner, Mahalunge Bridge",Genepath,36.9,0,0,Negative
516,SSBS/S/2022/516,S-516,22-02-2022,Baner-Balewadi,Genepath,34.64,35.28,32.69,Positive
517,SSBS/S/2022/517,S-517,22-02-2022,"Baner, Mahalunge Bridge",Genepath,35.96,0,28.72,Positive
543,SSBS/S/2022/543,S-543,1/3/2022,Baner-Balewadi,Genepath,35.16,37.81,36.62,Positive
544,SSBS/S/2022/544,S-544,1/3/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
568,SSBS/S/2022/568,S-568,8/3/2022,"Baner, Mahalunge Bridge",Genepath,36.99,0,39.89,Negative
569,SSBS/S/2022/569,S-569,8/3/2022,Baner-Balewadi,Genepath,33,35.84,0,Positive
596,SSBS/S/2022/596,S-596,15-03-2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
597,SSBS/S/2022/597,S-597,15-03-2022,Baner-Balewadi,Genepath,0,0,0,Negative
619,SSBS/S/2022/619,S-619,22-03-2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
620,SSBS/S/2022/620,S-620,22-03-2022,Baner-Balewadi,Genepath,0,0,0,Negative
650,SSBS/S/2022/650,S-650,29-03-2022,Baner-Balewadi,Genepath,0,0,0,Negative
651,SSBS/S/2022/651,S-651,29-03-2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
675,SSBS/S/2022/675,S-675,5/4/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
676,SSBS/S/2022/676,S-676,5/4/2022,Baner-Balewadi,Genepath,0,0,0,Negative
707,SSBS/S/2022/707,S-707,12/4/2022,Baner-Balewadi,Genepath,0,0,0,Negative
708,SSBS/S/2022/708,S-708,12/4/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
726,SSBS/S/2022/726,S-726,19-04-2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
727,SSBS/S/2022/727,S-727,19-04-2022,Baner-Balewadi,Genepath,0,0,0,Negative
754,SSBS/S/2022/754,S-754,26-04-2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
755,SSBS/S/2022/755,S-755,26-04-2022,Baner-Balewadi,Genepath,0,38.29623084,0,Negative
782,SSBS/S/2022/782,S-782,4/5/2022,"Baner, Mahalunge Bridge",Genepath,37.9,36.4,38.4,Negative
783,SSBS/S/2022/783,S-783,4/5/2022,Baner-Balewadi,Genepath,34.8,37.6,36,Positive
804,SSBS/S/2022/804,S-804,10/5/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
805,SSBS/S/2022/805,S-805,10/5/2022,Baner-Balewadi,Genepath,0,38.4,37.6,Negative
832,SSBS/S/2022/832,S-832,17-05-2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
833,SSBS/S/2022/833,S-833,17-05-2022,Baner-Balewadi,Genepath,0,0,0,Negative
860,SSBS/S/2022/860,S-860,24-05-2022,"Baner, Mahalunge Bridge",Genepath,0,0,40,Negative
861,SSBS/S/2022/861,S-861,24-05-2022,Baner-Balewadi,Genepath,33,35,34,Positive
888,SSBS/S/2022/888,S-888,31-05-2022,"Baner, Mahalunge Bridge",Genepath,35.73,34.05,0,Negative
889,SSBS/S/2022/889,S-889,31-05-2022,Baner-Balewadi,Genepath,34.6,34.01,0,Positive
915,SSBS/S/2022/915,S-915,7/6/2022,"Baner, Mahalunge Bridge",Genepath,34.3,36.74,37.26,Negative
916,SSBS/S/2022/916,S-916,7/6/2022,Baner-Balewadi,Genepath,31.34,33.04,32.92,Positive
942,SSBS/S/2022/942,S-942,14-06-2022,"Baner, Mahalunge Bridge",Genepath,39.4,36.8,36.4,Negative
943,SSBS/S/2022/943,S-943,14-06-2022,Baner-Balewadi,Genepath,30.9,34.3,33.7,Positive
973,SSBS/S/2022/973,S-973,21-06-2022,Baner-Balewadi,Genepath,36,39,36,Negative
974,SSBS/S/2022/974,S-974,21-06-2022,"Baner, Mahalunge Bridge",Genepath,36,39,37,Negative
998,SSBS/S/2022/998,S-998,28-06-2022,Baner-Balewadi,Genepath,27.9,32.2,31.4,Positive
999,SSBS/S/2022/999,S-999,28-06-2022,"Baner, Mahalunge Bridge",Genepath,31.9,35.5,34.3,Positive
1025,SSBS/M/2022/1025,S-1025,5/7/2022,Baner-Balewadi,Genepath,29.2,34,33.2,Positive
1026,SSBS/M/2022/1026,S-1026,5/7/2022,"Baner, Mahalunge Bridge",Genepath,34.1,37.3,36.6,Negative
1052,SSBS/M/2022/1052,S-1052,12/7/2022,Baner-Balewadi,Genepath,0,0,0,Negative
1053,SSBS/M/2022/1053,S-1053,12/7/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
1070,SSBS/M/2022/1070,S-1070,19-07-2022,"Baner, Mahalunge Bridge",Genepath,0,38.5,0,Negative
1071,SSBS/M/2022/1071,S-1071,19-07-2022,Baner-Balewadi,Genepath,30,34.8,34.1,Positive
1096,SSBS/M/2022/1096,S-1096,26-07-2022,"Baner, Mahalunge Bridge",Genepath,35.5,0,0,Negative
1097,SSBS/M/2022/1097,S-1097,26-07-2022,Baner-Balewadi,Genepath,28.9,33.3,32.1,Positive
1122,SSBS/M/2022/1122,S-1122,2/8/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
1123,SSBS/M/2022/1123,S-1123,2/8/2022,Baner-Balewadi,Genepath,28.16,33.59,32.37,Positive
1148,SSBS/M/2022/1148,S-1148,9/8/2022,"Baner, Mahalunge Bridge",Genepath,24.9,27.87,0,Positive
1149,SSBS/M/2022/1149,S-1149,9/8/2022,Baner-Balewadi,Genepath,28.76,34.31,32.46,Positive
1163,SSBS/M/2022/1163,S-1163,16-08-2022,"Baner, Mahalunge Bridge",Genepath,35.62,38.26,38.9,Negative
1164,SSBS/M/2022/1164,S-1164,16-08-2022,Baner-Balewadi,Genepath,31.56,34.32,31.43,Positive
1185,SSBS/M/2022/1185,S-1185,23-08-2022,"Baner, Mahalunge Bridge",Genepath,0,0,40.87,Negative
1186,SSBS/M/2022/1186,S-1186,23-08-2022,Baner-Balewadi,Genepath,34.77,0,36.53,Negative
1208,SSBS/M/2022/1208,S-1208,30-08-2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Positive
1209,SSBS/M/2022/1209,S-1209,30-08-2022,Baner-Balewadi,Genepath,29.5,32.68,31.64,Negative
1227,SSBS/M/2022/1227,S-1227,6/9/2022,"Baner, Mahalunge Bridge",Genepath,32.03,0,39.63,Negative
1228,SSBS/M/2022/1228,S-1228,6/9/2022,Baner-Balewadi,Genepath,38.92,0,0,Negative
1246,SSBS/M/2022/1246,S-1246,13-09-2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
1247,SSBS/M/2022/1247,S-1247,13-09-2022,Baner-Balewadi,Genepath,28.4891,37.272,32.0126,Positive
1268,SSBS/M/2022/1268,S-1268,20-09-2022,"Baner, Mahalunge Bridge",Genepath,38.299,0,0,Negative
1269,SSBS/M/2022/1269,S-1269,20-09-2022,Baner-Balewadi,Genepath,31.7672,0,36.0838,Negative
1290,SSBS/M/2022/1290,S-1290,27-09-2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
1291,SSBS/M/2022/1291,S-1291,27-09-2022,Baner-Balewadi,Genepath,30.77,29.34,32.49,Positive
