Sr. No,Sample ID,Unnamed: 2,Date,Location,Kit used,CtN,CtE,CtRdRp,PCR Result
480.0,SSBS/S/2022/480,S-480,14-02-2022,Sanjeevan hospital Kothrud,Genepath,36.1,38.6,37.3,Negative
481.0,SSBS/S/2022/481,S-481,14-02-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
483.0,SSBS/S/2022/483,S-483,14-02-2022,Kothrud Bus depot,Genepath,35.4,38.6,36.3, 
508.0,SSBS/S/2022/508,S-508,21-02-2022,Sanjeevan hospital Kothrud,Genepath,35.19,36.13,33.09,Positive
509.0,SSBS/S/2022/509,S-509,21-02-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
511.0,SSBS/S/2022/511,S-511,21-02-2022,Kothrud Bus depot,Genepath,36.57,37.07,34.58,Positive
534.0,SSBS/S/2022/534,S-534,28-02-2022,Kothrud Bus depot,Genepath,36.19,0.0,0.0,Negative
536.0,SSBS/S/2022/536,S-536,28-02-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
537.0,SSBS/S/2022/537,S-537,28-02-2022,Sanjeevan hospital Kothrud,Genepath,0.0,39.08,37.82,Negative
564.0,SSBS/S/2022/564,S-564,07-03-2022,Sanjeevan hospital Kothrud,Genepath,38.13,0.0,39.56,Negative
565.0,SSBS/S/2022/565,S-565,07-03-2022,Karve road Kothrud,Genepath,34.99,0.0,0.0,Negative
567.0,SSBS/S/2022/567,S-567,07-03-2022,Kothrud Bus depot,Genepath,39.72,0.0,40.66,Negative
592.0,SSBS/S/2022/592,S-592,14-03-2022,Sanjeevan hospital Kothrud,Genepath,0.0,36.14,0.0,Negative
593.0,SSBS/S/2022/593,S-593,14-03-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
595.0,SSBS/S/2022/595,S-595,14-03-2022,Kothrud Bus depot,Genepath,0.0,0.0,0.0,Negative
615.0,SSBS/S/2022/615,S-615,21-03-2022,Sanjeevan hospital Kothrud,Genepath,0.0,37.32,0.0,Negative
616.0,SSBS/S/2022/616,S-616,21-03-2022,Karve road Kothrud,Genepath,0.0,37.46,0.0,Negative
618.0,SSBS/S/2022/618,S-618,21-03-2022,Kothrud Bus depot,Genepath,0.0,37.17,0.0,Negative
641.0,SSBS/S/2022/641,S-641,28-03-2021,Kothrud Bus depot,Genepath,0.0,0.0,0.0,Negative
643.0,SSBS/S/2022/643,S-643,28-03-2021,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
644.0,SSBS/S/2022/644,S-644,28-03-2021,Sanjeevan hospital Kothrud,Genepath,0.0,0.0,38.71,Negative
671.0,SSBS/S/2022/671,S-671,04-04-2022,Sanjeevan hospital Kothrud,Genepath,0.0,0.0,0.0,Negative
672.0,SSBS/S/2022/672,S-672,04-04-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
674.0,SSBS/S/2022/674,S-674,05-04-2022,Kothrud Bus depot,Genepath,0.0,0.0,0.0,Negative
699.0,SSBS/S/2022/699,S-699,11-04-2022,Sanjeevan hospital Kothrud,Genepath,38.7,0.0,0.0,Negative
700.0,SSBS/S/2022/700,S-700,11-04-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
702.0,SSBS/S/2022/702,S-702,11-04-2022,Kothrud Bus depot,Genepath,0.0,0.0,0.0,Negative
722.0,SSBS/S/2022/722,S-722,18-04-2022,Sanjeevan hospital Kothrud,Genepath,0.0,0.0,0.0,Negative
723.0,SSBS/S/2022/723,S-723,18-04-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
725.0,SSBS/S/2022/725,S-725,18-04-2022,Kothrud Bus depot,Genepath,0.0,0.0,0.0,Negative
750.0,SSBS/S/2022/750,S-750,25-04-2022,Sanjeevan hospital Kothrud,Genepath,0.0,0.0,0.0,Negative
751.0,SSBS/S/2022/751,S-751,25-04-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
753.0,SSBS/S/2022/753,S-753,25-04-2022,Kothrud Bus depot,Genepath,0.0,0.0,0.0,Negative
778.0,SSBS/S/2022/778,S-778,02-05-2022,Sanjeevan hospital Kothrud,Genepath,0.0,39.2,38.8,Negative
779.0,SSBS/S/2022/779,S-779,02-05-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
781.0,SSBS/S/2022/781,S-781,02-05-2022,Kothrud Bus depot,Genepath,0.0,0.0,0.0,Negative
800.0,SSBS/S/2022/800,S-800,09-05-2022,Sanjeevan hospital Kothrud,Genepath,35.4,37.8,36.8,Negative
801.0,SSBS/S/2022/801,S-801,09-05-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
803.0,SSBS/S/2022/803,S-803,09-05-2022,Kothrud Bus depot,Genepath,0.0,38.6,36.1,Negative
828.0,SSBS/S/2022/828,S-828,16-05-2022,Sanjeevan hospital Kothrud,Genepath,0.0,0.0,36.0,Negative
829.0,SSBS/S/2022/829,S-829,16-05-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
831.0,SSBS/S/2022/831,S-831,16-05-2022,Kothrud Bus depot,Genepath,34.8,0.0,36.5,Negative
856.0,SSBS/S/2022/856,S-856,23-05-2022,Sanjeevan hospital Kothrud,Genepath,38.0,0.0,0.0,Negative
857.0,SSBS/S/2022/857,S-857,23-05-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
859.0,SSBS/S/2022/859,S-859,23-05-2022,Kothrud Bus depot,Genepath,0.0,0.0,0.0,Negative
884.0,SSBS/S/2022/884,S-884,30-05-2022,Sanjeevan hospital Kothrud,Genepath,37.2,34.6,37.48,Negative
885.0,SSBS/S/2022/885,S-885,30-05-2022,Karve road Kothrud,Genepath,0.0,34.83,0.0,Negative
887.0,SSBS/S/2022/887,S-887,30-05-2022,Kothrud Bus depot,Genepath,34.79,34.1,0.0,Positive
911.0,SSBS/S/2022/911,S-911,06-06-2022,Sanjeevan hospital Kothrud,Genepath,36.04,37.17,37.31,Negative
912.0,SSBS/S/2022/912,S-912,06-06-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
914.0,SSBS/S/2022/914,S-914,06-06-2022,Kothrud Bus depot,Genepath,0.0,0.0,0.0,Negative
938.0,SSBS/S/2022/938,S-938,13-06-2022,Sanjeevan hospital Kothrud,Genepath,32.3,37.5,34.9,Positive
939.0,SSBS/S/2022/939,S-939,13-06-2022,Karve road Kothrud,Genepath,38.1,0.0,0.0,Negative
941.0,SSBS/S/2022/941,S-941,13-06-2022,Kothrud Bus depot,Genepath,29.8,34.1,33.3,Positive
965.0,SSBS/S/2022/965,S-965,20-06-2022,Sanjeevan hospital Kothrud,Genepath,37.0,0.0,38.0,Negative
966.0,SSBS/S/2022/966,S-966,20-06-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
968.0,SSBS/S/2022/968,S-968,20-06-2022,Kothrud Bus depot,Genepath,25.0,30.0,29.0,Positive
990.0,SSBS/S/2022/990,S-990,27-06-2022,Sanjeevan hospital Kothrud,Genepath,32.8,36.9,34.9,Positive
991.0,SSBS/S/2022/991,S-991,27-06-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
993.0,SSBS/S/2022/993,S-993,27-06-2022,Kothrud Bus depot,Genepath,27.7,31.4,30.7,Positive
1017.0,SSBS/M/2022/1017,S-1017,04-07-2022,Sanjeevan hospital Kothrud,Genepath,29.0,33.0,32.3,Positive
1018.0,SSBS/M/2022/1018,S-1018,04-07-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
1020.0,SSBS/M/2022/1020,S-1020,04-07-2022,Kothrud Bus depot,Genepath,27.6,32.5,30.9,Positive
1044.0,SSBS/M/2022/1044,S-1044,11-07-2022,Sanjeevan hospital Kothrud,Genepath,31.8,35.1,34.1,Positive
1045.0,SSBS/M/2022/1045,S-1045,11-07-2022,Karve road Kothrud,Genepath,40.0,0.0,40.2,Negative
1047.0,SSBS/M/2022/1047,S-1047,11-07-2022,Kothrud Bus depot,Genepath,30.0,34.3,32.5,Positive
1067.0,SSBS/M/2022/1067,S-1067,18-07-2022,Karve road Kothrud,Genepath,37.9,0.0,0.0,Negative
1069.0,SSBS/M/2022/1069,S-1069,18-07-2022,Kothrud Bus depot,Genepath,25.3,29.7,28.9,Positive
1092.0,SSBS/M/2022/1092,S-1092,25-07-2022,Sanjeevan hospital Kothrud,Genepath,36.7,0.0,37.1,Negative
1093.0,SSBS/M/2022/1093,S-1093,25-07-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
1095.0,SSBS/M/2022/1095,S-1095,25-07-2022,Kothrud Bus depot,Genepath,30.4,37.2,34.4,Positive
1118.0,SSBS/M/2022/1118,S-1118,01-08-2022,Sanjeevan hospital Kothrud,Genepath,32.26,35.43,35.7,Positive
1119.0,SSBS/M/2022/1119,S-1119,01-08-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
1121.0,SSBS/M/2022/1121,S-1121,01-08-2022,Kothrud Bus depot,Genepath,25.27,30.09,29.46,Positive
1144.0,SSBS/M/2022/1144,S-1144,08-08-2022,Sanjeevan hospital Kothrud,Genepath,31.64,38.5,38.95,Negative
1145.0,SSBS/M/2022/1145,S-1145,08-08-2022,Karve road Kothrud,Genepath,32.99,37.37,36.25,Positive
1147.0,SSBS/M/2022/1147,S-1147,08-08-2022,Kothrud Bus depot,Genepath,31.21,0.0,36.27,Negative
1182.0,SSBS/M/2022/1182,S-1182,22-08-2022,Sanjeevan hospital Kothrud,Genepath,26.72,35.61,30.46,Positive
1183.0,SSBS/M/2022/1183,S-1183,22-08-2022,Karve road Kothrud,Genepath,0.0,0.0,37.19,Negative
1204.0,SSBS/M/2022/1204,S-1204,29-08-2022,Sanjeevan hospital Kothrud,Genepath,33.38,39.26,36.34,Negative
1205.0,SSBS/M/2022/1205,S-1205,29-08-2022,Karve road Kothrud,Genepath,30.59,35.35,33.39,Positive
1207.0,SSBS/M/2022/1207,S-1207,29-08-2022,Kothrud Bus depot,Genepath,26.67,34.69,30.34,Positive
1223.0,SSBS/M/2022/1223,S-1223,05-09-2022,Sanjeevan hospital Kothrud,Genepath,31.15,36.35,33.8,Positive
1224.0,SSBS/M/2022/1224,S-1224,05-09-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
1226.0,SSBS/M/2022/1226,S-1226,05-09-2022,Kothrud Bus depot,Genepath,30.51,0.0,34.33,Positive
1242.0,SSBS/M/2022/1242,S-1242,12-09-2022,Sanjeevan hospital Kothrud,Genepath,32.772,0.0,35.8105,Negative
1243.0,SSBS/M/2022/1243,S-1243,12-09-2022,Karve road Kothrud,Genepath,32.7171,0.0,35.3563,Negative
1245.0,SSBS/M/2022/1245,S-1245,12-09-2022,Kothrud Bus depot,Genepath,28.1545,38.9556,31.398,Positive
1265.0,SSBS/M/2022/1265,S-1265,19-09-2022,Karve road Kothrud,Genepath,0.0,0.0,0.0,Negative
1267.0,SSBS/M/2022/1267,S-1267,19-09-2022,Kothrud Bus depot,Genepath,0.0,0.0,0.0,Negative
1287.0,SSBS/M/2022/1287,S-1287,26-09-2022,Karve road Kothrud,Genepath,0.0,0.0,30.8,Negative
1289.0,SSBS/M/2022/1289,S-1289,26-09-2022,Kothrud Bus depot,Genepath,0.0,0.0,0.0,Negative
